"jday","date","month","year","hour","min","sec","speed","Direction"
312.861111111111,9,11,10,20,40,0,3.799,276.433
312.868055555556,9,11,10,20,50,0,3.506,303.531
312.875,9,11,10,21,0,0,5.015,302.402
312.881944444444,9,11,10,21,10,0,4.712,288.87
312.888888888889,9,11,10,21,20,0,2.243,265.871
312.895833333333,9,11,10,21,30,0,4.142,258.144
312.902777777778,9,11,10,21,40,0,4.051,285.084
312.909722222222,9,11,10,21,50,0,0.593,135.282
312.916666666667,9,11,10,22,0,0,2.752,233.225
312.923611111111,9,11,10,22,10,0,1.735,272.093
312.930555555556,9,11,10,22,20,0,2.717,206.383
312.9375,9,11,10,22,30,0,1.004,186.594
312.944444444444,9,11,10,22,40,0,2.736,171.508
312.951388888889,9,11,10,22,50,0,3.161,186.566
312.958333333333,9,11,10,23,0,0,2.854,191.525
312.965277777778,9,11,10,23,10,0,3.646,171.869
312.972222222222,9,11,10,23,20,0,3.441,179.364
312.979166666667,9,11,10,23,30,0,2.979,182.951
312.986111111111,9,11,10,23,40,0,4.79,186.788
312.993055555556,9,11,10,23,50,0,4.464,154.631
313,10,11,10,0,0,0,4.914,154.58
313.006944444444,10,11,10,0,10,0,5.803,165.442
313.013888888889,10,11,10,0,20,0,7.73,157.489
313.020833333333,10,11,10,0,30,0,7.145,159.239
313.027777777778,10,11,10,0,40,0,6.023,158.412
313.034722222222,10,11,10,0,50,0,7.694,160.576
313.041666666667,10,11,10,1,0,0,5.988,148.509
313.048611111111,10,11,10,1,10,0,6.407,150.586
313.055555555556,10,11,10,1,20,0,7.841,154.292
313.0625,10,11,10,1,30,0,6.726,152.524
313.069444444444,10,11,10,1,40,0,7.15,147.833
313.076388888889,10,11,10,1,50,0,4.314,168.002
313.083333333333,10,11,10,2,0,0,5.329,150.99
313.090277777778,10,11,10,2,10,0,5.137,152.135
313.097222222222,10,11,10,2,20,0,5.33,141.067
313.104166666667,10,11,10,2,30,0,6.638,159.925
313.111111111111,10,11,10,2,40,0,6.185,168.623
313.118055555556,10,11,10,2,50,0,5.932,161.911
313.125,10,11,10,3,0,0,4.688,175.716
313.131944444444,10,11,10,3,10,0,3.711,160.995
313.138888888889,10,11,10,3,20,0,4.931,157.285
313.145833333333,10,11,10,3,30,0,5.28,167.986
313.152777777778,10,11,10,3,40,0,4.33,160.525
313.159722222222,10,11,10,3,50,0,5.536,174.081
313.166666666667,10,11,10,4,0,0,4.232,186.923
313.173611111111,10,11,10,4,10,0,2.885,168.299
313.180555555556,10,11,10,4,20,0,2.654,208.509
313.1875,10,11,10,4,30,0,2.374,190.878
313.194444444444,10,11,10,4,40,0,2.511,219.324
313.201388888889,10,11,10,4,50,0,2.393,210.982
313.208333333333,10,11,10,5,0,0,1.572,223.479
313.215277777778,10,11,10,5,10,0,1.656,202.84
313.222222222222,10,11,10,5,20,0,1.846,207.682
313.229166666667,10,11,10,5,30,0,0.519,175.457
313.236111111111,10,11,10,5,40,0,1.106,223.976
313.243055555556,10,11,10,5,50,0,2.382,268.413
313.25,10,11,10,6,0,0,1.986,254.473
313.256944444444,10,11,10,6,10,0,2.783,256.533
313.263888888889,10,11,10,6,20,0,1.499,238.409
313.270833333333,10,11,10,6,30,0,1.486,280.574
313.277777777778,10,11,10,6,40,0,2.195,260.151
313.284722222222,10,11,10,6,50,0,2.775,240.966
313.291666666667,10,11,10,7,0,0,1.15,291.113
313.298611111111,10,11,10,7,10,0,2.42,252.304
313.305555555556,10,11,10,7,20,0,2.289,263.882
313.3125,10,11,10,7,30,0,2.21,260.199
313.319444444444,10,11,10,7,40,0,2.229,257.07
313.326388888889,10,11,10,7,50,0,3.14,267.225
313.333333333333,10,11,10,8,0,0,1.496,233.848
313.340277777778,10,11,10,8,10,0,1.928,202.792
313.347222222222,10,11,10,8,20,0,1.734,196.435
313.354166666667,10,11,10,8,30,0,1.162,231.398
313.361111111111,10,11,10,8,40,0,0.888,234.229
313.368055555556,10,11,10,8,50,0,1.27,207.648
313.375,10,11,10,9,0,0,2.082,261.996
313.381944444444,10,11,10,9,10,0,0.971,26.307
313.388888888889,10,11,10,9,20,0,1.351,261.507
313.395833333333,10,11,10,9,30,0,0.538,148.685
313.402777777778,10,11,10,9,40,0,1.224,236.125
313.409722222222,10,11,10,9,50,0,0.625,299.219
313.416666666667,10,11,10,10,0,0,1.62,232.42
313.423611111111,10,11,10,10,10,0,1.92,206.396
313.430555555556,10,11,10,10,20,0,2.025,158.812
313.4375,10,11,10,10,30,0,2.107,141.065
313.444444444444,10,11,10,10,40,0,1.818,157.472
313.451388888889,10,11,10,10,50,0,3.306,174.656
313.458333333333,10,11,10,11,0,0,2.227,100.126
313.465277777778,10,11,10,11,10,0,2.271,139.946
313.472222222222,10,11,10,11,20,0,1.817,62.473
313.479166666667,10,11,10,11,30,0,2.405,142.423
313.486111111111,10,11,10,11,40,0,2.796,121.619
313.493055555556,10,11,10,11,50,0,2.717,157.154
313.5,10,11,10,12,0,0,2.939,138.502
313.506944444444,10,11,10,12,10,0,2.589,137.538
313.513888888889,10,11,10,12,20,0,2.119,128.556
313.520833333333,10,11,10,12,30,0,4.155,167.477
313.527777777778,10,11,10,12,40,0,3.898,143.733
313.534722222222,10,11,10,12,50,0,33.579,128.838
313.541666666667,10,11,10,13,0,0,4.692,123.043
313.548611111111,10,11,10,13,10,0,4.846,144.123
313.555555555556,10,11,10,13,20,0,5.309,137.262
313.5625,10,11,10,13,30,0,4.081,147.02
313.569444444444,10,11,10,13,40,0,3.871,160.03
313.576388888889,10,11,10,13,50,0,4.38,140.62
313.583333333333,10,11,10,14,0,0,4.577,124.59
313.590277777778,10,11,10,14,10,0,4.649,122.561
313.597222222222,10,11,10,14,20,0,5.186,123.19
313.604166666667,10,11,10,14,30,0,4.652,123.979
313.611111111111,10,11,10,14,40,0,4.298,135.016
313.618055555556,10,11,10,14,50,0,3.418,119.26
313.625,10,11,10,15,0,0,4.072,100.201
313.631944444444,10,11,10,15,10,0,5.102,90.899
313.638888888889,10,11,10,15,20,0,4.068,100.655
313.645833333333,10,11,10,15,30,0,3.761,81.953
313.652777777778,10,11,10,15,40,0,2.327,80.283
313.659722222222,10,11,10,15,50,0,2.244,58.436
313.666666666667,10,11,10,16,0,0,0.966,66.023
313.673611111111,10,11,10,16,10,0,2.143,42.411
313.680555555556,10,11,10,16,20,0,1.833,36.736
313.6875,10,11,10,16,30,0,3.423,356.322
313.694444444444,10,11,10,16,40,0,2.857,337.885
313.701388888889,10,11,10,16,50,0,2.609,289.359
313.708333333333,10,11,10,17,0,0,0.725,336.274
313.715277777778,10,11,10,17,10,0,1.549,297.983
313.722222222222,10,11,10,17,20,0,1.305,320.779
313.729166666667,10,11,10,17,30,0,3.116,293.681
313.736111111111,10,11,10,17,40,0,3.352,283.522
313.743055555556,10,11,10,17,50,0,4.175,303.798
313.75,10,11,10,18,0,0,2.994,320.151
313.756944444444,10,11,10,18,10,0,2.382,308.494
313.763888888889,10,11,10,18,20,0,1.932,336.868
313.770833333333,10,11,10,18,30,0,2.525,308.097
313.777777777778,10,11,10,18,40,0,4.561,318.458
313.784722222222,10,11,10,18,50,0,3.167,291.276
313.791666666667,10,11,10,19,0,0,2.994,315.787
313.798611111111,10,11,10,19,10,0,3.394,300.395
313.805555555556,10,11,10,19,20,0,3.481,283.996
313.8125,10,11,10,19,30,0,4.565,318.279
313.819444444444,10,11,10,19,40,0,4.332,299.995
313.826388888889,10,11,10,19,50,0,4.816,316.661
313.833333333333,10,11,10,20,0,0,4.258,313.169
313.840277777778,10,11,10,20,10,0,3.96,338.331
313.847222222222,10,11,10,20,20,0,2.742,300.562
313.854166666667,10,11,10,20,30,0,2.689,321.015
313.861111111111,10,11,10,20,40,0,2.788,290.371
313.868055555556,10,11,10,20,50,0,2.561,280.676
313.875,10,11,10,21,0,0,2.855,304.965
313.881944444444,10,11,10,21,10,0,2.144,272.624
313.888888888889,10,11,10,21,20,0,2.586,308.035
313.895833333333,10,11,10,21,30,0,4.13,327.896
313.902777777778,10,11,10,21,40,0,3.771,290.504
313.909722222222,10,11,10,21,50,0,1.5,304.935
313.916666666667,10,11,10,22,0,0,2.814,269.173
313.923611111111,10,11,10,22,10,0,2.319,204.634
313.930555555556,10,11,10,22,20,0,1.41,306.459
313.9375,10,11,10,22,30,0,1.824,212.897
313.944444444444,10,11,10,22,40,0,2.413,196.382
313.951388888889,10,11,10,22,50,0,1.955,185.067
313.958333333333,10,11,10,23,0,0,1.138,166.436
313.965277777778,10,11,10,23,10,0,1.248,163.096
313.972222222222,10,11,10,23,20,0,1.893,229.985
313.979166666667,10,11,10,23,30,0,0.867,233.979
313.986111111111,10,11,10,23,40,0,1.382,228.989
313.993055555556,10,11,10,23,50,0,0.697,132.157
314,11,11,10,0,0,0,1.996,308.637
314.006944444444,11,11,10,0,10,0,2.063,301.348
314.013888888889,11,11,10,0,20,0,0.908,251.415
314.020833333333,11,11,10,0,30,0,0.907,174.096
314.027777777778,11,11,10,0,40,0,0.798,181.755
314.034722222222,11,11,10,0,50,0,1.592,220.257
314.041666666667,11,11,10,1,0,0,3.478,227.26
314.048611111111,11,11,10,1,10,0,1.947,166.798
314.055555555556,11,11,10,1,20,0,2.403,146.565
314.0625,11,11,10,1,30,0,2.319,152.274
314.069444444444,11,11,10,1,40,0,1.3,135.306
314.076388888889,11,11,10,1,50,0,2.632,164.988
314.083333333333,11,11,10,2,0,0,4.502,149.23
314.090277777778,11,11,10,2,10,0,3.503,140.813
314.097222222222,11,11,10,2,20,0,1.531,202.271
314.104166666667,11,11,10,2,30,0,3.158,184.485
314.111111111111,11,11,10,2,40,0,1.867,148.849
314.118055555556,11,11,10,2,50,0,2.82,166.745
314.125,11,11,10,3,0,0,3.067,163.64
314.131944444444,11,11,10,3,10,0,3.797,180.196
314.138888888889,11,11,10,3,20,0,1.559,166.314
314.145833333333,11,11,10,3,30,0,3.694,164.227
314.152777777778,11,11,10,3,40,0,2.788,164.627
314.159722222222,11,11,10,3,50,0,4.659,163.32
314.166666666667,11,11,10,4,0,0,1.769,140.207
314.173611111111,11,11,10,4,10,0,2.433,165.026
314.180555555556,11,11,10,4,20,0,1.955,171.282
314.1875,11,11,10,4,30,0,1.936,223.872
314.194444444444,11,11,10,4,40,0,2.918,231.725
314.201388888889,11,11,10,4,50,0,2.402,205.482
314.208333333333,11,11,10,5,0,0,3.688,200.822
314.215277777778,11,11,10,5,10,0,2.833,202.411
314.222222222222,11,11,10,5,20,0,2.231,184.753
314.229166666667,11,11,10,5,30,0,1.171,231.917
314.236111111111,11,11,10,5,40,0,1.407,208.376
314.243055555556,11,11,10,5,50,0,2.259,233.316
314.25,11,11,10,6,0,0,2.572,173.329
314.256944444444,11,11,10,6,10,0,2.097,166.529
314.263888888889,11,11,10,6,20,0,1.795,186.963
314.270833333333,11,11,10,6,30,0,3.007,133.584
314.277777777778,11,11,10,6,40,0,1.716,185.829
314.284722222222,11,11,10,6,50,0,3.588,137.696
314.291666666667,11,11,10,7,0,0,4.258,164.254
314.298611111111,11,11,10,7,10,0,5.18,172.424
314.305555555556,11,11,10,7,20,0,4.083,153.218
314.3125,11,11,10,7,30,0,4.156,181.577
314.319444444444,11,11,10,7,40,0,4.09,181.526
314.326388888889,11,11,10,7,50,0,4.09,139.537
314.333333333333,11,11,10,8,0,0,4,133.342
314.340277777778,11,11,10,8,10,0,3.078,168.838
314.347222222222,11,11,10,8,20,0,3.825,171.689
314.354166666667,11,11,10,8,30,0,3.723,156.556
314.361111111111,11,11,10,8,40,0,3.157,136.266
314.368055555556,11,11,10,8,50,0,1.753,136.543
314.375,11,11,10,9,0,0,2.702,101.53
314.381944444444,11,11,10,9,10,0,1.457,166.427
314.388888888889,11,11,10,9,20,0,3.451,132.779
314.395833333333,11,11,10,9,30,0,2.415,160.289
314.402777777778,11,11,10,9,40,0,3.625,152.416
314.409722222222,11,11,10,9,50,0,4.293,142.216
314.416666666667,11,11,10,10,0,0,3.8,152.538
314.423611111111,11,11,10,10,10,0,3.344,119.846
314.430555555556,11,11,10,10,20,0,2.593,181.13
314.4375,11,11,10,10,30,0,2.404,125.161
314.444444444444,11,11,10,10,40,0,3.944,149.507
314.451388888889,11,11,10,10,50,0,2.702,130.674
314.458333333333,11,11,10,11,0,0,1.551,153.607
314.465277777778,11,11,10,11,10,0,2.886,147.103
314.472222222222,11,11,10,11,20,0,2.207,109.104
314.479166666667,11,11,10,11,30,0,2.518,126.263
314.486111111111,11,11,10,11,40,0,2.508,139.956
314.493055555556,11,11,10,11,50,0,1.499,104.227
314.5,11,11,10,12,0,0,1.622,112.186
314.506944444444,11,11,10,12,10,0,0.112,326.49
314.513888888889,11,11,10,12,20,0,1.242,115.491
314.520833333333,11,11,10,12,30,0,0.735,152.566
314.527777777778,11,11,10,12,40,0,2.521,58.916
314.534722222222,11,11,10,12,50,0,1.485,83.934
314.541666666667,11,11,10,13,0,0,1.214,162.779
314.548611111111,11,11,10,13,10,0,1.345,94.137
314.555555555556,11,11,10,13,20,0,3.274,128.387
314.5625,11,11,10,13,30,0,1.421,72.184
314.569444444444,11,11,10,13,40,0,1.871,48.214
314.576388888889,11,11,10,13,50,0,1.146,94.613
314.583333333333,11,11,10,14,0,0,0.698,71.417
314.590277777778,11,11,10,14,10,0,1.939,90.2
314.597222222222,11,11,10,14,20,0,2.256,84.052
314.604166666667,11,11,10,14,30,0,2.506,121.443
314.611111111111,11,11,10,14,40,0,3.344,119.425
314.618055555556,11,11,10,14,50,0,4.256,118.825
314.625,11,11,10,15,0,0,3.526,130.891
314.631944444444,11,11,10,15,10,0,6.212,114.917
314.638888888889,11,11,10,15,20,0,4.268,127.308
314.645833333333,11,11,10,15,30,0,3.038,126.099
314.652777777778,11,11,10,15,40,0,4.903,112.24
314.659722222222,11,11,10,15,50,0,3.023,91.776
314.666666666667,11,11,10,16,0,0,2.883,103.261
314.673611111111,11,11,10,16,10,0,2.806,113.991
314.680555555556,11,11,10,16,20,0,1.914,88.747
314.6875,11,11,10,16,30,0,0.551,110.463
314.694444444444,11,11,10,16,40,0,2.761,23.009
314.701388888889,11,11,10,16,50,0,0.784,77.316
314.708333333333,11,11,10,17,0,0,1.351,48.463
314.715277777778,11,11,10,17,10,0,2.009,350.916
314.722222222222,11,11,10,17,20,0,1.133,355.868
314.729166666667,11,11,10,17,30,0,2.022,352.081
314.736111111111,11,11,10,17,40,0,0.515,348.807
314.743055555556,11,11,10,17,50,0,1.927,29.846
314.75,11,11,10,18,0,0,1.601,28.094
314.756944444444,11,11,10,18,10,0,2.475,7.821
314.763888888889,11,11,10,18,20,0,0.877,23.214
314.770833333333,11,11,10,18,30,0,1.594,29.406
314.777777777778,11,11,10,18,40,0,1.309,340.643
314.784722222222,11,11,10,18,50,0,1.924,291.9
314.791666666667,11,11,10,19,0,0,1.293,341.01
314.798611111111,11,11,10,19,10,0,1.295,317.448
314.805555555556,11,11,10,19,20,0,2.223,284.281
314.8125,11,11,10,19,30,0,2.164,314.228
314.819444444444,11,11,10,19,40,0,3.56,292.134
314.826388888889,11,11,10,19,50,0,3.201,295.848
314.833333333333,11,11,10,20,0,0,2.005,295.141
314.840277777778,11,11,10,20,10,0,1.761,274.801
314.847222222222,11,11,10,20,20,0,2.724,236.39
314.854166666667,11,11,10,20,30,0,1.832,227.407
314.861111111111,11,11,10,20,40,0,2.606,268.145
314.868055555556,11,11,10,20,50,0,2.123,211.973
314.875,11,11,10,21,0,0,1.893,251.8
314.881944444444,11,11,10,21,10,0,1.859,185.334
314.888888888889,11,11,10,21,20,0,3.815,208.52
314.895833333333,11,11,10,21,30,0,4.135,175.885
314.902777777778,11,11,10,21,40,0,4.687,180.903
314.909722222222,11,11,10,21,50,0,6.433,180.033
314.916666666667,11,11,10,22,0,0,7.441,171.403
314.923611111111,11,11,10,22,10,0,7.523,170.648
314.930555555556,11,11,10,22,20,0,7.875,152.997
314.9375,11,11,10,22,30,0,6.793,154.211
314.944444444444,11,11,10,22,40,0,7.92,159.742
314.951388888889,11,11,10,22,50,0,6.81,148.609
314.958333333333,11,11,10,23,0,0,6.471,155.158
314.965277777778,11,11,10,23,10,0,5.73,146.793
314.972222222222,11,11,10,23,20,0,4.242,143.627
314.979166666667,11,11,10,23,30,0,6.203,145.061
314.986111111111,11,11,10,23,40,0,7.748,148.401
314.993055555556,11,11,10,23,50,0,5.968,148.782
315,12,11,10,0,0,0,5.16,143.136
315.006944444444,12,11,10,0,10,0,8.64,154.632
315.013888888889,12,11,10,0,20,0,6.958,131.249
315.020833333333,12,11,10,0,30,0,9.185,136.161
315.027777777778,12,11,10,0,40,0,9.571,139.28
315.034722222222,12,11,10,0,50,0,8.937,149.253
315.041666666667,12,11,10,1,0,0,8.81,147.199
315.048611111111,12,11,10,1,10,0,7.069,150.472
315.055555555556,12,11,10,1,20,0,8.733,152.249
315.0625,12,11,10,1,30,0,7.795,145.715
315.069444444444,12,11,10,1,40,0,8.218,149.832
315.076388888889,12,11,10,1,50,0,7.524,159.052
315.083333333333,12,11,10,2,0,0,7.658,144.879
315.090277777778,12,11,10,2,10,0,7.541,148.533
315.097222222222,12,11,10,2,20,0,5.787,141.348
315.104166666667,12,11,10,2,30,0,7.651,147.868
315.111111111111,12,11,10,2,40,0,10.215,152.231
315.118055555556,12,11,10,2,50,0,8.274,146.557
315.125,12,11,10,3,0,0,9.116,136.495
315.131944444444,12,11,10,3,10,0,8.108,140.441
315.138888888889,12,11,10,3,20,0,9.102,152.016
315.145833333333,12,11,10,3,30,0,8.431,157.387
315.152777777778,12,11,10,3,40,0,9.419,137.2
315.159722222222,12,11,10,3,50,0,7.174,140.838
315.166666666667,12,11,10,4,0,0,6.55,141.604
315.173611111111,12,11,10,4,10,0,7.384,139.352
315.180555555556,12,11,10,4,20,0,7.008,147.676
315.1875,12,11,10,4,30,0,7.793,150.981
315.194444444444,12,11,10,4,40,0,6.902,154.996
315.201388888889,12,11,10,4,50,0,6.995,137.869
315.208333333333,12,11,10,5,0,0,6.796,150.378
315.215277777778,12,11,10,5,10,0,7.891,142.945
315.222222222222,12,11,10,5,20,0,7.995,139.316
315.229166666667,12,11,10,5,30,0,6.527,135.833
315.236111111111,12,11,10,5,40,0,7.528,137.187
315.243055555556,12,11,10,5,50,0,6.327,139.998
315.25,12,11,10,6,0,0,5.458,140.974
315.256944444444,12,11,10,6,10,0,5.13,147.648
315.263888888889,12,11,10,6,20,0,5.349,149.69
315.270833333333,12,11,10,6,30,0,5.694,144.316
315.277777777778,12,11,10,6,40,0,5.117,137.062
315.284722222222,12,11,10,6,50,0,4.339,134.43
315.291666666667,12,11,10,7,0,0,4.819,141.465
315.298611111111,12,11,10,7,10,0,3.823,129.571
315.305555555556,12,11,10,7,20,0,2.942,148.926
315.3125,12,11,10,7,30,0,3.43,155.077
315.319444444444,12,11,10,7,40,0,4.477,137.243
315.326388888889,12,11,10,7,50,0,3.903,127.893
315.333333333333,12,11,10,8,0,0,4.307,130.978
315.340277777778,12,11,10,8,10,0,4.752,145.347
315.347222222222,12,11,10,8,20,0,4.39,139.062
315.354166666667,12,11,10,8,30,0,3.039,129.635
315.361111111111,12,11,10,8,40,0,2.274,141.085
315.368055555556,12,11,10,8,50,0,3.15,166.827
315.375,12,11,10,9,0,0,3.158,155.732
315.381944444444,12,11,10,9,10,0,2.765,161.721
315.388888888889,12,11,10,9,20,0,2.252,158.006
315.395833333333,12,11,10,9,30,0,3.075,153.15
315.402777777778,12,11,10,9,40,0,2.145,123.392
315.409722222222,12,11,10,9,50,0,1.995,117.107
315.416666666667,12,11,10,10,0,0,1.91,114.87
315.423611111111,12,11,10,10,10,0,2.193,136.421
315.430555555556,12,11,10,10,20,0,2.452,113.188
315.4375,12,11,10,10,30,0,2.508,133.832
315.444444444444,12,11,10,10,40,0,2.136,134.316
315.451388888889,12,11,10,10,50,0,2.886,118.376
315.458333333333,12,11,10,11,0,0,2.754,110.072
315.465277777778,12,11,10,11,10,0,1.905,113.812
315.472222222222,12,11,10,11,20,0,2.169,139.785
315.479166666667,12,11,10,11,30,0,1.493,193.677
315.486111111111,12,11,10,11,40,0,0.98,114.731
315.493055555556,12,11,10,11,50,0,1.765,114.503
315.5,12,11,10,12,0,0,1.692,105.901
315.506944444444,12,11,10,12,10,0,0.564,131.34
315.513888888889,12,11,10,12,20,0,0.916,114.487
315.520833333333,12,11,10,12,30,0,1.144,139.459
315.527777777778,12,11,10,12,40,0,0.945,24.343
315.534722222222,12,11,10,12,50,0,0.949,73.994
315.541666666667,12,11,10,13,0,0,1.337,327.253
315.548611111111,12,11,10,13,10,0,1.198,40.07
315.555555555556,12,11,10,13,20,0,0.875,71.888
315.5625,12,11,10,13,30,0,2.568,0.876
315.569444444444,12,11,10,13,40,0,2.403,322.53
315.576388888889,12,11,10,13,50,0,2.863,325.646
315.583333333333,12,11,10,14,0,0,2.717,344.458
315.590277777778,12,11,10,14,10,0,2.952,14.316
315.597222222222,12,11,10,14,20,0,2.61,325.383
315.604166666667,12,11,10,14,30,0,2.784,6.955
315.611111111111,12,11,10,14,40,0,3.247,355.406
315.618055555556,12,11,10,14,50,0,3.264,355.721
315.625,12,11,10,15,0,0,3.428,341.146
315.631944444444,12,11,10,15,10,0,3.02,334.697
315.638888888889,12,11,10,15,20,0,3.824,338.744
315.645833333333,12,11,10,15,30,0,4.413,334.546
315.652777777778,12,11,10,15,40,0,3.771,341.708
315.659722222222,12,11,10,15,50,0,4.495,342.387
315.666666666667,12,11,10,16,0,0,4.769,341.607
315.673611111111,12,11,10,16,10,0,3.265,344.96
315.680555555556,12,11,10,16,20,0,3.613,333.304
315.6875,12,11,10,16,30,0,4.645,352.519
315.694444444444,12,11,10,16,40,0,5.385,344.723
315.701388888889,12,11,10,16,50,0,4.756,346.368
315.708333333333,12,11,10,17,0,0,4.468,343.184
315.715277777778,12,11,10,17,10,0,6.204,334.09
315.722222222222,12,11,10,17,20,0,6.8,335.421
315.729166666667,12,11,10,17,30,0,5.406,335.739
315.736111111111,12,11,10,17,40,0,5.95,333.854
315.743055555556,12,11,10,17,50,0,6.469,323.705
315.75,12,11,10,18,0,0,8.153,321.196
315.756944444444,12,11,10,18,10,0,7.521,331.531
315.763888888889,12,11,10,18,20,0,6.736,308.977
315.770833333333,12,11,10,18,30,0,8.984,331.534
315.777777777778,12,11,10,18,40,0,8.305,319.89
315.784722222222,12,11,10,18,50,0,8.45,319.258
315.791666666667,12,11,10,19,0,0,8.715,312.22
315.798611111111,12,11,10,19,10,0,8.908,309.778
315.805555555556,12,11,10,19,20,0,8.061,296.591
315.8125,12,11,10,19,30,0,9.714,302.596
315.819444444444,12,11,10,19,40,0,8.41,304.792
315.826388888889,12,11,10,19,50,0,8.584,302.064
315.833333333333,12,11,10,20,0,0,7.673,302.757
315.840277777778,12,11,10,20,10,0,7.345,308.563
315.847222222222,12,11,10,20,20,0,8.521,303.136
315.854166666667,12,11,10,20,30,0,7.998,302.637
315.861111111111,12,11,10,20,40,0,6.823,307.15
315.868055555556,12,11,10,20,50,0,6.607,303.695
315.875,12,11,10,21,0,0,7.627,316.223
315.881944444444,12,11,10,21,10,0,6.729,308.213
315.888888888889,12,11,10,21,20,0,6.583,294.174
315.895833333333,12,11,10,21,30,0,6.272,295.593
315.902777777778,12,11,10,21,40,0,6.083,311.267
315.909722222222,12,11,10,21,50,0,5.936,308.83
315.916666666667,12,11,10,22,0,0,5.566,286.653
315.923611111111,12,11,10,22,10,0,3.89,298.942
315.930555555556,12,11,10,22,20,0,2.05,277.853
315.9375,12,11,10,22,30,0,2.492,261.147
315.944444444444,12,11,10,22,40,0,2.663,284.526
315.951388888889,12,11,10,22,50,0,2.394,268.928
315.958333333333,12,11,10,23,0,0,0.58,265.556
315.965277777778,12,11,10,23,10,0,2.239,232.749
315.972222222222,12,11,10,23,20,0,1.278,237.544
315.979166666667,12,11,10,23,30,0,1.632,190.187
315.986111111111,12,11,10,23,40,0,2.038,171.677
315.993055555556,12,11,10,23,50,0,1.605,197.841
316,13,11,10,0,0,0,1.893,211.817
316.006944444444,13,11,10,0,10,0,3.19,196.984
316.013888888889,13,11,10,0,20,0,3.192,232.177
316.020833333333,13,11,10,0,30,0,3.457,208.015
316.027777777778,13,11,10,0,40,0,2.096,163.898
316.034722222222,13,11,10,0,50,0,2.736,158.736
316.041666666667,13,11,10,1,0,0,4.143,119.534
316.048611111111,13,11,10,1,10,0,4.48,134.039
316.055555555556,13,11,10,1,20,0,2.61,131.966
316.0625,13,11,10,1,30,0,2.873,135.905
316.069444444444,13,11,10,1,40,0,3.241,158.39
316.076388888889,13,11,10,1,50,0,2.296,201.134
316.083333333333,13,11,10,2,0,0,2.185,215.723
316.090277777778,13,11,10,2,10,0,3.684,162.571
316.097222222222,13,11,10,2,20,0,3.455,185.913
316.104166666667,13,11,10,2,30,0,4.994,170.302
316.111111111111,13,11,10,2,40,0,5.213,177.197
316.118055555556,13,11,10,2,50,0,2.565,162.901
316.125,13,11,10,3,0,0,5.199,165.313
316.131944444444,13,11,10,3,10,0,5.986,169.266
316.138888888889,13,11,10,3,20,0,5.847,157.027
316.145833333333,13,11,10,3,30,0,5.694,160.527
316.152777777778,13,11,10,3,40,0,7.21,154.392
316.159722222222,13,11,10,3,50,0,7.992,156.234
316.166666666667,13,11,10,4,0,0,7.59,144.4
316.173611111111,13,11,10,4,10,0,7.343,152.321
316.180555555556,13,11,10,4,20,0,7.659,161.63
316.1875,13,11,10,4,30,0,7.602,148.931
316.194444444444,13,11,10,4,40,0,5.486,140.99
316.201388888889,13,11,10,4,50,0,6.392,161.378
316.208333333333,13,11,10,5,0,0,6.72,150.94
316.215277777778,13,11,10,5,10,0,7.579,146.787
316.222222222222,13,11,10,5,20,0,7.12,156.238
316.229166666667,13,11,10,5,30,0,7.471,147.287
316.236111111111,13,11,10,5,40,0,6.948,139.879
316.243055555556,13,11,10,5,50,0,7.101,145.738
316.25,13,11,10,6,0,0,6.873,149.791
316.256944444444,13,11,10,6,10,0,5.991,142.818
316.263888888889,13,11,10,6,20,0,5.332,158.223
316.270833333333,13,11,10,6,30,0,4.722,158.603
316.277777777778,13,11,10,6,40,0,5.101,150.564
316.284722222222,13,11,10,6,50,0,4.328,156.803
316.291666666667,13,11,10,7,0,0,4.036,148.364
316.298611111111,13,11,10,7,10,0,4.907,161.496
316.305555555556,13,11,10,7,20,0,4.572,157.928
316.3125,13,11,10,7,30,0,3.918,154.189
316.319444444444,13,11,10,7,40,0,2.903,147.498
316.326388888889,13,11,10,7,50,0,2.805,136.697
316.333333333333,13,11,10,8,0,0,1.031,152.558
316.340277777778,13,11,10,8,10,0,2.554,179.244
316.347222222222,13,11,10,8,20,0,2.077,154.669
316.354166666667,13,11,10,8,30,0,0.593,292.982
316.361111111111,13,11,10,8,40,0,1.065,227.744
316.368055555556,13,11,10,8,50,0,0.084,218.489
316.375,13,11,10,9,0,0,1.871,193.876
316.381944444444,13,11,10,9,10,0,2.548,178.968
316.388888888889,13,11,10,9,20,0,0.737,150.079
316.395833333333,13,11,10,9,30,0,1.472,181.829
316.402777777778,13,11,10,9,40,0,2.606,168.738
316.409722222222,13,11,10,9,50,0,1.322,357.785
316.416666666667,13,11,10,10,0,0,1.31,131.242
316.423611111111,13,11,10,10,10,0,1.148,227.484
316.430555555556,13,11,10,10,20,0,0.88,83.248
316.4375,13,11,10,10,30,0,1.447,83.043
316.444444444444,13,11,10,10,40,0,1.785,159.655
316.451388888889,13,11,10,10,50,0,1.561,139.409
316.458333333333,13,11,10,11,0,0,1.235,98.674
316.465277777778,13,11,10,11,10,0,2.119,163.001
316.472222222222,13,11,10,11,20,0,1.129,181.998
316.479166666667,13,11,10,11,30,0,1.236,157.751
316.486111111111,13,11,10,11,40,0,1.444,153.877
